image_url,scientific_name,common_name
http://static.inaturalist.org/photos/96607/medium.jpg,Buddleja davidii,Butterfly bush
http://static.inaturalist.org/photos/126273/medium.JPG,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/154018/medium.JPG,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/191241/medium.JPG,Buddleja davidii,Butterfly bush
http://static.inaturalist.org/photos/279759/medium.JPG,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/310680/medium.JPG,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/421843/medium.jpg,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/431536/medium.jpg,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/455418/medium.jpg,Buddleja davidii,Butterfly bush
http://static.inaturalist.org/photos/471465/medium.jpg,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/497302/medium.jpg,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/529083/medium.JPG,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/541934/medium.JPG,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/541977/medium.JPG,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/868429/medium.jpg,Buddleja davidii,Butterfly bush
http://static.inaturalist.org/photos/1044466/medium.jpg,Buddleja davidii,Butterfly bush
http://static.inaturalist.org/photos/1080779/medium.JPG,Buddleja davidii,Butterfly bush
http://static.inaturalist.org/photos/1089170/medium.jpg,Buddleja davidii,Butterfly bush
http://static.inaturalist.org/photos/1112754/medium.jpg,Buddleja davidii,Butterfly bush
http://static.inaturalist.org/photos/1607698/medium.jpg,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/1954762/medium.jpg,Buddleja davidii,Butterfly bush
https://inaturalist-open-data.s3.amazonaws.com/photos/2201464/medium.jpg,Buddleja davidii,Butterfly bush
